transaction_reference,property_full_address,property_state,transaction_type,transaction_start_date,date_of_transaction,closing_date,status,listing_price,final_price,legal_fees,other_expenses,participant_type,participant_email,participant_name,participant_role,commission_amount
T-CT-2022-0068,"602 Adriana Cape, Greenwich, CT",CT,Sale,2022-05-26,2022-07-08,2022-07-24,sold,1191735.13,1208374.02,1864.69,1521.73,Client,kyle.hall3355@example.com,"Hall, Kyle",Buyer,
T-CT-2022-0068,"602 Adriana Cape, Greenwich, CT",CT,Sale,2022-05-26,2022-07-08,2022-07-24,sold,1191735.13,1208374.02,1864.69,1521.73,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Buyer,
T-CT-2022-0068,"602 Adriana Cape, Greenwich, CT",CT,Sale,2022-05-26,2022-07-08,2022-07-24,sold,1191735.13,1208374.02,1864.69,1521.73,Client,david.rodriguez7820@example.com,"Rodriguez, David",Seller,
T-NY-2022-0069,"251 Jackson Key, Bronx, NY",NY,Sale,2022-06-15,2022-07-21,,pending sale,1136454.7,,,,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Buyer Agent,
T-NY-2022-0069,"251 Jackson Key, Bronx, NY",NY,Sale,2022-06-15,2022-07-21,,pending sale,1136454.7,,,,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Seller Agent,
T-NY-2022-0069,"251 Jackson Key, Bronx, NY",NY,Sale,2022-06-15,2022-07-21,,pending sale,1136454.7,,,,Client,roberto.yates4694@example.com,"Yates, Roberto",Buyer,
T-NY-2022-0069,"251 Jackson Key, Bronx, NY",NY,Sale,2022-06-15,2022-07-21,,pending sale,1136454.7,,,,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Buyer,
T-NY-2022-0069,"251 Jackson Key, Bronx, NY",NY,Sale,2022-06-15,2022-07-21,,pending sale,1136454.7,,,,Client,catherine.payne4177@example.com,"Payne, Catherine",Seller,
T-CT-2022-0185,"652 Holder Mews, Norwalk, CT",CT,Rent,2022-07-06,2022-08-05,2022-08-23,rented,4806.14,4852.93,1434.95,1093.04,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Landlord Agent,355.45
T-CT-2022-0185,"652 Holder Mews, Norwalk, CT",CT,Rent,2022-07-06,2022-08-05,2022-08-23,rented,4806.14,4852.93,1434.95,1093.04,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Tenant Agent,365.81
T-CT-2022-0185,"652 Holder Mews, Norwalk, CT",CT,Rent,2022-07-06,2022-08-05,2022-08-23,rented,4806.14,4852.93,1434.95,1093.04,Client,kyle.hall3355@example.com,"Hall, Kyle",Landlord,
T-CT-2022-0185,"652 Holder Mews, Norwalk, CT",CT,Rent,2022-07-06,2022-08-05,2022-08-23,rented,4806.14,4852.93,1434.95,1093.04,Client,catherine.payne4177@example.com,"Payne, Catherine",Tenant,
T-NJ-2022-0075,"533 Harding Estates, Hoboken, NJ",NJ,Sale,2022-07-03,2022-08-10,2022-10-07,sold,714820.78,712796.85,2398.68,520.68,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Buyer Agent,18600.0
T-NJ-2022-0075,"533 Harding Estates, Hoboken, NJ",NJ,Sale,2022-07-03,2022-08-10,2022-10-07,sold,714820.78,712796.85,2398.68,520.68,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Seller Agent,22344.61
T-NJ-2022-0075,"533 Harding Estates, Hoboken, NJ",NJ,Sale,2022-07-03,2022-08-10,2022-10-07,sold,714820.78,712796.85,2398.68,520.68,Client,chris.brewer3109@example.com,"Brewer, Chris",Buyer,
T-NJ-2022-0075,"533 Harding Estates, Hoboken, NJ",NJ,Sale,2022-07-03,2022-08-10,2022-10-07,sold,714820.78,712796.85,2398.68,520.68,Client,catherine.payne4177@example.com,"Payne, Catherine",Buyer,
T-NJ-2022-0075,"533 Harding Estates, Hoboken, NJ",NJ,Sale,2022-07-03,2022-08-10,2022-10-07,sold,714820.78,712796.85,2398.68,520.68,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Seller,
T-NJ-2022-0076,"544 Martin Hills, Hoboken, NJ",NJ,Sale,2022-07-05,2022-08-12,2022-10-05,sold,652493.57,671944.95,1520.48,782.98,Agent,damon.gonzalez618@dreamhomes.com,"Gonzalez, Damon",Buyer Agent,14452.65
T-NJ-2022-0076,"544 Martin Hills, Hoboken, NJ",NJ,Sale,2022-07-05,2022-08-12,2022-10-05,sold,652493.57,671944.95,1520.48,782.98,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Seller Agent,16969.98
T-NJ-2022-0076,"544 Martin Hills, Hoboken, NJ",NJ,Sale,2022-07-05,2022-08-12,2022-10-05,sold,652493.57,671944.95,1520.48,782.98,Client,mark.snow7495@example.com,"Snow, Mark",Buyer,
T-NJ-2022-0076,"544 Martin Hills, Hoboken, NJ",NJ,Sale,2022-07-05,2022-08-12,2022-10-05,sold,652493.57,671944.95,1520.48,782.98,Client,blake.miller5098@example.com,"Miller, Blake",Seller,
T-NY-2022-0196,"158 Julia Street, Queens, NY",NY,Rent,2022-07-23,2022-08-13,2022-08-30,rented,5241.1,5390.83,3160.7,1383.45,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Landlord Agent,310.72
T-NY-2022-0196,"158 Julia Street, Queens, NY",NY,Rent,2022-07-23,2022-08-13,2022-08-30,rented,5241.1,5390.83,3160.7,1383.45,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Tenant Agent,292.54
T-NY-2022-0196,"158 Julia Street, Queens, NY",NY,Rent,2022-07-23,2022-08-13,2022-08-30,rented,5241.1,5390.83,3160.7,1383.45,Client,eric.silva9746@example.com,"Silva, Eric",Landlord,
T-NY-2022-0196,"158 Julia Street, Queens, NY",NY,Rent,2022-07-23,2022-08-13,2022-08-30,rented,5241.1,5390.83,3160.7,1383.45,Client,erica.lynch3304@example.com,"Lynch, Erica",Tenant,
T-NY-2022-0196,"158 Julia Street, Queens, NY",NY,Rent,2022-07-23,2022-08-13,2022-08-30,rented,5241.1,5390.83,3160.7,1383.45,Client,chris.brewer3109@example.com,"Brewer, Chris",Tenant,
T-NY-2022-0187,"260 Scott Isle, Long Island City, NY",NY,Rent,2022-08-07,2022-08-22,2022-09-09,rented,6717.82,7052.27,2807.47,1177.21,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Landlord Agent,324.82
T-NY-2022-0187,"260 Scott Isle, Long Island City, NY",NY,Rent,2022-08-07,2022-08-22,2022-09-09,rented,6717.82,7052.27,2807.47,1177.21,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Tenant Agent,311.57
T-NY-2022-0187,"260 Scott Isle, Long Island City, NY",NY,Rent,2022-08-07,2022-08-22,2022-09-09,rented,6717.82,7052.27,2807.47,1177.21,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Landlord,
T-NY-2022-0187,"260 Scott Isle, Long Island City, NY",NY,Rent,2022-08-07,2022-08-22,2022-09-09,rented,6717.82,7052.27,2807.47,1177.21,Client,kyle.hall3355@example.com,"Hall, Kyle",Tenant,
T-NY-2022-0067,"294 Vanessa Divide, Long Island City, NY",NY,Sale,2022-07-27,2022-09-17,2022-11-13,sold,1498879.43,1542131.09,2938.7,1068.64,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Buyer Agent,44277.11
T-NY-2022-0067,"294 Vanessa Divide, Long Island City, NY",NY,Sale,2022-07-27,2022-09-17,2022-11-13,sold,1498879.43,1542131.09,2938.7,1068.64,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Seller Agent,38504.99
T-NY-2022-0067,"294 Vanessa Divide, Long Island City, NY",NY,Sale,2022-07-27,2022-09-17,2022-11-13,sold,1498879.43,1542131.09,2938.7,1068.64,Client,roberto.yates4694@example.com,"Yates, Roberto",Buyer,
T-NY-2022-0067,"294 Vanessa Divide, Long Island City, NY",NY,Sale,2022-07-27,2022-09-17,2022-11-13,sold,1498879.43,1542131.09,2938.7,1068.64,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Buyer,
T-NY-2022-0067,"294 Vanessa Divide, Long Island City, NY",NY,Sale,2022-07-27,2022-09-17,2022-11-13,sold,1498879.43,1542131.09,2938.7,1068.64,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Seller,
T-CT-2022-0181,"568 Davis Fort, Norwalk, CT",CT,Rent,2022-09-06,2022-09-23,2022-10-09,rented,4661.72,4810.87,1824.56,944.58,Agent,jennifer.tran397@dreamhomes.com,"Tran, Jennifer",Landlord Agent,375.79
T-CT-2022-0181,"568 Davis Fort, Norwalk, CT",CT,Rent,2022-09-06,2022-09-23,2022-10-09,rented,4661.72,4810.87,1824.56,944.58,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Tenant Agent,337.52
T-CT-2022-0181,"568 Davis Fort, Norwalk, CT",CT,Rent,2022-09-06,2022-09-23,2022-10-09,rented,4661.72,4810.87,1824.56,944.58,Client,catherine.payne4177@example.com,"Payne, Catherine",Landlord,
T-CT-2022-0181,"568 Davis Fort, Norwalk, CT",CT,Rent,2022-09-06,2022-09-23,2022-10-09,rented,4661.72,4810.87,1824.56,944.58,Client,travis.robinson7859@example.com,"Robinson, Travis",Tenant,
T-NJ-2022-0195,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2022-09-04,2022-09-29,2022-10-18,rented,4349.17,4371.6,1114.0,693.53,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Landlord Agent,204.95
T-NJ-2022-0195,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2022-09-04,2022-09-29,2022-10-18,rented,4349.17,4371.6,1114.0,693.53,Agent,damon.gonzalez618@dreamhomes.com,"Gonzalez, Damon",Tenant Agent,199.36
T-NJ-2022-0195,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2022-09-04,2022-09-29,2022-10-18,rented,4349.17,4371.6,1114.0,693.53,Client,kristen.cox5628@example.com,"Cox, Kristen",Landlord,
T-NJ-2022-0195,"444 Ryan Dale, Hoboken, NJ",NJ,Rent,2022-09-04,2022-09-29,2022-10-18,rented,4349.17,4371.6,1114.0,693.53,Client,catherine.payne4177@example.com,"Payne, Catherine",Tenant,
T-NJ-2022-0182,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2022-09-08,2022-10-01,2022-10-06,rented,3477.41,3542.85,2762.22,339.26,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Landlord Agent,147.36
T-NJ-2022-0182,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2022-09-08,2022-10-01,2022-10-06,rented,3477.41,3542.85,2762.22,339.26,Agent,damon.gonzalez618@dreamhomes.com,"Gonzalez, Damon",Tenant Agent,138.25
T-NJ-2022-0182,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2022-09-08,2022-10-01,2022-10-06,rented,3477.41,3542.85,2762.22,339.26,Client,kristen.cox5628@example.com,"Cox, Kristen",Landlord,
T-NJ-2022-0182,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2022-09-08,2022-10-01,2022-10-06,rented,3477.41,3542.85,2762.22,339.26,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NJ-2022-0183,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2022-09-15,2022-10-10,2022-10-19,rented,3380.36,3526.35,2210.66,1677.4,Agent,thomas.leach9910@dreamhomes.com,"Leach, Thomas",Landlord Agent,161.57
T-NJ-2022-0183,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2022-09-15,2022-10-10,2022-10-19,rented,3380.36,3526.35,2210.66,1677.4,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Tenant Agent,155.05
T-NJ-2022-0183,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2022-09-15,2022-10-10,2022-10-19,rented,3380.36,3526.35,2210.66,1677.4,Client,eric.silva9746@example.com,"Silva, Eric",Landlord,
T-NJ-2022-0183,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2022-09-15,2022-10-10,2022-10-19,rented,3380.36,3526.35,2210.66,1677.4,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Tenant,
T-NJ-2022-0175,"448 Palmer Shores, Hoboken, NJ",NJ,Rent,2022-09-23,2022-10-19,,pending rental,4056.55,,,,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Landlord Agent,
T-NJ-2022-0175,"448 Palmer Shores, Hoboken, NJ",NJ,Rent,2022-09-23,2022-10-19,,pending rental,4056.55,,,,Agent,thomas.leach9910@dreamhomes.com,"Leach, Thomas",Tenant Agent,
T-NJ-2022-0175,"448 Palmer Shores, Hoboken, NJ",NJ,Rent,2022-09-23,2022-10-19,,pending rental,4056.55,,,,Client,michele.ramirez8429@example.com,"Ramirez, Michele",Landlord,
T-NJ-2022-0175,"448 Palmer Shores, Hoboken, NJ",NJ,Rent,2022-09-23,2022-10-19,,pending rental,4056.55,,,,Client,ivan.fernandez1109@example.com,"Fernandez, Ivan",Tenant,
T-NY-2022-0188,"307 Candice Center, New York, NY",NY,Rent,2022-09-27,2022-10-25,2022-10-31,rented,5446.62,5635.45,2379.08,434.92,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,390.77
T-NY-2022-0188,"307 Candice Center, New York, NY",NY,Rent,2022-09-27,2022-10-25,2022-10-31,rented,5446.62,5635.45,2379.08,434.92,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Tenant Agent,422.15
T-NY-2022-0188,"307 Candice Center, New York, NY",NY,Rent,2022-09-27,2022-10-25,2022-10-31,rented,5446.62,5635.45,2379.08,434.92,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Landlord,
T-NY-2022-0188,"307 Candice Center, New York, NY",NY,Rent,2022-09-27,2022-10-25,2022-10-31,rented,5446.62,5635.45,2379.08,434.92,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Tenant,
T-NJ-2022-0074,"385 Loretta Flats, Newark, NJ",NJ,Sale,2022-10-13,2022-11-15,,expired,497519.21,,,,Agent,thomas.leach9910@dreamhomes.com,"Leach, Thomas",Buyer Agent,
T-NJ-2022-0074,"385 Loretta Flats, Newark, NJ",NJ,Sale,2022-10-13,2022-11-15,,expired,497519.21,,,,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Seller Agent,
T-NJ-2022-0074,"385 Loretta Flats, Newark, NJ",NJ,Sale,2022-10-13,2022-11-15,,expired,497519.21,,,,Client,frank.tyler5524@example.com,"Tyler, Frank",Seller,
T-NY-2022-0180,"129 Stephanie Union, New York, NY",NY,Rent,2022-11-01,2022-11-17,2022-11-30,rented,6478.91,6530.24,1900.46,1179.44,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Landlord Agent,316.1
T-NY-2022-0180,"129 Stephanie Union, New York, NY",NY,Rent,2022-11-01,2022-11-17,2022-11-30,rented,6478.91,6530.24,1900.46,1179.44,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Tenant Agent,286.81
T-NY-2022-0180,"129 Stephanie Union, New York, NY",NY,Rent,2022-11-01,2022-11-17,2022-11-30,rented,6478.91,6530.24,1900.46,1179.44,Client,catherine.payne4177@example.com,"Payne, Catherine",Landlord,
T-NY-2022-0180,"129 Stephanie Union, New York, NY",NY,Rent,2022-11-01,2022-11-17,2022-11-30,rented,6478.91,6530.24,1900.46,1179.44,Client,melissa.ross1428@example.com,"Ross, Melissa",Tenant,
T-NY-2022-0180,"129 Stephanie Union, New York, NY",NY,Rent,2022-11-01,2022-11-17,2022-11-30,rented,6478.91,6530.24,1900.46,1179.44,Client,kristen.cox5628@example.com,"Cox, Kristen",Tenant,
T-NJ-2022-0189,"499 Herrera Gateway, Edgewater, NJ",NJ,Rent,2022-10-27,2022-11-19,2022-11-30,rented,3463.89,3610.56,3034.31,1297.93,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Landlord Agent,231.2
T-NJ-2022-0189,"499 Herrera Gateway, Edgewater, NJ",NJ,Rent,2022-10-27,2022-11-19,2022-11-30,rented,3463.89,3610.56,3034.31,1297.93,Agent,karen.clark2103@dreamhomes.com,"Clark, Karen",Tenant Agent,199.45
T-NJ-2022-0189,"499 Herrera Gateway, Edgewater, NJ",NJ,Rent,2022-10-27,2022-11-19,2022-11-30,rented,3463.89,3610.56,3034.31,1297.93,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Landlord,
T-NJ-2022-0189,"499 Herrera Gateway, Edgewater, NJ",NJ,Rent,2022-10-27,2022-11-19,2022-11-30,rented,3463.89,3610.56,3034.31,1297.93,Client,catherine.payne4177@example.com,"Payne, Catherine",Tenant,
T-NJ-2023-0227,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2023-01-10,2023-02-02,,expired,3423.06,,,,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Landlord Agent,
T-NJ-2023-0227,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2023-01-10,2023-02-02,,expired,3423.06,,,,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Tenant Agent,
T-NJ-2023-0227,"431 William Plaza, Fort Lee, NJ",NJ,Rent,2023-01-10,2023-02-02,,expired,3423.06,,,,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Landlord,
T-NJ-2023-0215,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2023-01-01,2023-02-09,,expired,3740.42,,,,Agent,julia.roberson8712@dreamhomes.com,"Roberson, Julia",Landlord Agent,
T-NJ-2023-0215,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2023-01-01,2023-02-09,,expired,3740.42,,,,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Tenant Agent,
T-NJ-2023-0215,"428 Contreras Roads, Hoboken, NJ",NJ,Rent,2023-01-01,2023-02-09,,expired,3740.42,,,,Client,melissa.ross1428@example.com,"Ross, Melissa",Landlord,
T-NY-2023-0219,"100 Anthony Field, Queens, NY",NY,Rent,2023-02-04,2023-02-11,2023-02-16,rented,5223.49,5439.52,2703.42,1749.91,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Landlord Agent,242.26
T-NY-2023-0219,"100 Anthony Field, Queens, NY",NY,Rent,2023-02-04,2023-02-11,2023-02-16,rented,5223.49,5439.52,2703.42,1749.91,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Tenant Agent,277.58
T-NY-2023-0219,"100 Anthony Field, Queens, NY",NY,Rent,2023-02-04,2023-02-11,2023-02-16,rented,5223.49,5439.52,2703.42,1749.91,Client,roberto.yates4694@example.com,"Yates, Roberto",Landlord,
T-NY-2023-0219,"100 Anthony Field, Queens, NY",NY,Rent,2023-02-04,2023-02-11,2023-02-16,rented,5223.49,5439.52,2703.42,1749.91,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Tenant,
T-NY-2023-0219,"100 Anthony Field, Queens, NY",NY,Rent,2023-02-04,2023-02-11,2023-02-16,rented,5223.49,5439.52,2703.42,1749.91,Client,kyle.hall3355@example.com,"Hall, Kyle",Tenant,
T-NY-2023-0084,"307 Candice Center, New York, NY",NY,Sale,2023-01-01,2023-02-16,2023-03-22,sold,1129300.69,1146937.04,1559.86,1013.18,Agent,jill.carrillo7109@dreamhomes.com,"Carrillo, Jill",Buyer Agent,26526.67
T-NY-2023-0084,"307 Candice Center, New York, NY",NY,Sale,2023-01-01,2023-02-16,2023-03-22,sold,1129300.69,1146937.04,1559.86,1013.18,Agent,crystal.powell2551@dreamhomes.com,"Powell, Crystal",Seller Agent,26154.15
T-NY-2023-0084,"307 Candice Center, New York, NY",NY,Sale,2023-01-01,2023-02-16,2023-03-22,sold,1129300.69,1146937.04,1559.86,1013.18,Client,melissa.ross1428@example.com,"Ross, Melissa",Buyer,
T-NY-2023-0084,"307 Candice Center, New York, NY",NY,Sale,2023-01-01,2023-02-16,2023-03-22,sold,1129300.69,1146937.04,1559.86,1013.18,Client,kyle.hall3355@example.com,"Hall, Kyle",Seller,
T-CT-2023-0223,"794 Whitney Village, Bridgeport, CT",CT,Rent,2023-01-28,2023-02-23,2023-03-13,rented,4398.36,4479.06,2389.64,239.6,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Landlord Agent,345.4
T-CT-2023-0223,"794 Whitney Village, Bridgeport, CT",CT,Rent,2023-01-28,2023-02-23,2023-03-13,rented,4398.36,4479.06,2389.64,239.6,Agent,joshua.best1119@dreamhomes.com,"Best, Joshua",Tenant Agent,322.85
T-CT-2023-0223,"794 Whitney Village, Bridgeport, CT",CT,Rent,2023-01-28,2023-02-23,2023-03-13,rented,4398.36,4479.06,2389.64,239.6,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Landlord,
T-CT-2023-0223,"794 Whitney Village, Bridgeport, CT",CT,Rent,2023-01-28,2023-02-23,2023-03-13,rented,4398.36,4479.06,2389.64,239.6,Client,chris.brewer3109@example.com,"Brewer, Chris",Tenant,
T-NJ-2023-0092,"369 Jones Meadows, Jersey City, NJ",NJ,Sale,2023-01-19,2023-03-12,2023-04-11,sold,790281.91,773124.27,1094.05,706.65,Agent,janet.kim9646@dreamhomes.com,"Kim, Janet",Buyer Agent,19114.27
T-NJ-2023-0092,"369 Jones Meadows, Jersey City, NJ",NJ,Sale,2023-01-19,2023-03-12,2023-04-11,sold,790281.91,773124.27,1094.05,706.65,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Seller Agent,19947.46
T-NJ-2023-0092,"369 Jones Meadows, Jersey City, NJ",NJ,Sale,2023-01-19,2023-03-12,2023-04-11,sold,790281.91,773124.27,1094.05,706.65,Client,jeffery.smith7042@example.com,"Smith, Jeffery",Buyer,
T-NJ-2023-0092,"369 Jones Meadows, Jersey City, NJ",NJ,Sale,2023-01-19,2023-03-12,2023-04-11,sold,790281.91,773124.27,1094.05,706.65,Client,jesse.kane9072@example.com,"Kane, Jesse",Buyer,
T-NJ-2023-0092,"369 Jones Meadows, Jersey City, NJ",NJ,Sale,2023-01-19,2023-03-12,2023-04-11,sold,790281.91,773124.27,1094.05,706.65,Client,david.rodriguez7820@example.com,"Rodriguez, David",Seller,
T-NY-2023-0228,"290 Charles Road, Bronx, NY",NY,Rent,2023-02-11,2023-03-14,2023-03-30,rented,6593.76,6818.02,1016.09,965.54,Agent,erica.rogers3495@dreamhomes.com,"Rogers, Erica",Landlord Agent,365.77
T-NY-2023-0228,"290 Charles Road, Bronx, NY",NY,Rent,2023-02-11,2023-03-14,2023-03-30,rented,6593.76,6818.02,1016.09,965.54,Agent,angela.woods7376@dreamhomes.com,"Woods, Angela",Tenant Agent,311.87
T-NY-2023-0228,"290 Charles Road, Bronx, NY",NY,Rent,2023-02-11,2023-03-14,2023-03-30,rented,6593.76,6818.02,1016.09,965.54,Client,erica.lynch3304@example.com,"Lynch, Erica",Landlord,
T-NY-2023-0228,"290 Charles Road, Bronx, NY",NY,Rent,2023-02-11,2023-03-14,2023-03-30,rented,6593.76,6818.02,1016.09,965.54,Client,frank.tyler5524@example.com,"Tyler, Frank",Tenant,
T-NY-2023-0212,"260 Scott Isle, Long Island City, NY",NY,Rent,2023-02-22,2023-03-22,,pending rental,7490.04,,,,Agent,frank.preston2605@dreamhomes.com,"Preston, Frank",Landlord Agent,
T-NY-2023-0212,"260 Scott Isle, Long Island City, NY",NY,Rent,2023-02-22,2023-03-22,,pending rental,7490.04,,,,Agent,stanley.mooney4062@dreamhomes.com,"Mooney, Stanley",Tenant Agent,
T-NY-2023-0212,"260 Scott Isle, Long Island City, NY",NY,Rent,2023-02-22,2023-03-22,,pending rental,7490.04,,,,Client,erica.lynch3304@example.com,"Lynch, Erica",Landlord,
T-NY-2023-0212,"260 Scott Isle, Long Island City, NY",NY,Rent,2023-02-22,2023-03-22,,pending rental,7490.04,,,,Client,travis.robinson7859@example.com,"Robinson, Travis",Tenant,
T-NY-2023-0212,"260 Scott Isle, Long Island City, NY",NY,Rent,2023-02-22,2023-03-22,,pending rental,7490.04,,,,Client,eric.silva9746@example.com,"Silva, Eric",Tenant,
T-CT-2023-0095,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-19,2023-04-01,2023-05-26,sold,875167.75,895382.77,1994.0,542.09,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Buyer Agent,25316.9
T-CT-2023-0095,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-19,2023-04-01,2023-05-26,sold,875167.75,895382.77,1994.0,542.09,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Seller Agent,21080.78
T-CT-2023-0095,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-19,2023-04-01,2023-05-26,sold,875167.75,895382.77,1994.0,542.09,Client,mark.snow7495@example.com,"Snow, Mark",Buyer,
T-CT-2023-0095,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-19,2023-04-01,2023-05-26,sold,875167.75,895382.77,1994.0,542.09,Client,cassandra.collins9638@example.com,"Collins, Cassandra",Seller,
T-NJ-2023-0088,"516 Beverly Port, Newark, NJ",NJ,Sale,2023-02-10,2023-04-07,2023-05-19,sold,507670.49,506387.88,1165.06,1570.21,Agent,bryan.riddle4780@dreamhomes.com,"Riddle, Bryan",Buyer Agent,11246.01
T-NJ-2023-0088,"516 Beverly Port, Newark, NJ",NJ,Sale,2023-02-10,2023-04-07,2023-05-19,sold,507670.49,506387.88,1165.06,1570.21,Agent,kristen.woods6052@dreamhomes.com,"Woods, Kristen",Seller Agent,13575.03
T-NJ-2023-0088,"516 Beverly Port, Newark, NJ",NJ,Sale,2023-02-10,2023-04-07,2023-05-19,sold,507670.49,506387.88,1165.06,1570.21,Client,melissa.ross1428@example.com,"Ross, Melissa",Buyer,
T-NJ-2023-0088,"516 Beverly Port, Newark, NJ",NJ,Sale,2023-02-10,2023-04-07,2023-05-19,sold,507670.49,506387.88,1165.06,1570.21,Client,david.rodriguez7820@example.com,"Rodriguez, David",Buyer,
T-NJ-2023-0088,"516 Beverly Port, Newark, NJ",NJ,Sale,2023-02-10,2023-04-07,2023-05-19,sold,507670.49,506387.88,1165.06,1570.21,Client,valerie.peterson3420@example.com,"Peterson, Valerie",Seller,
T-CT-2023-0221,"666 Romero Wells, Greenwich, CT",CT,Rent,2023-03-13,2023-04-09,,cancelled rental,4840.48,,,,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Landlord Agent,
T-CT-2023-0221,"666 Romero Wells, Greenwich, CT",CT,Rent,2023-03-13,2023-04-09,,cancelled rental,4840.48,,,,Agent,vanessa.gomez6042@dreamhomes.com,"Gomez, Vanessa",Tenant Agent,
T-CT-2023-0221,"666 Romero Wells, Greenwich, CT",CT,Rent,2023-03-13,2023-04-09,,cancelled rental,4840.48,,,,Client,melissa.ross1428@example.com,"Ross, Melissa",Landlord,
T-CT-2023-0221,"666 Romero Wells, Greenwich, CT",CT,Rent,2023-03-13,2023-04-09,,cancelled rental,4840.48,,,,Client,kyle.hall3355@example.com,"Hall, Kyle",Tenant,
T-CT-2023-0094,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-14,2023-04-12,2023-06-06,sold,898408.63,901061.76,3170.46,801.51,Agent,donna.meadows3689@dreamhomes.com,"Meadows, Donna",Buyer Agent,28041.72
T-CT-2023-0094,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-14,2023-04-12,2023-06-06,sold,898408.63,901061.76,3170.46,801.51,Agent,katherine.miller6806@dreamhomes.com,"Miller, Katherine",Seller Agent,25282.64
T-CT-2023-0094,"749 David Mill, Greenwich, CT",CT,Sale,2023-02-14,2023-04-12,2023-06-06,sold,898408.63,901061.76,3170.46,801.51,Client,kristen.cox5628@example.com,"Cox, Kristen",Buyer,
